gene,feature_type
Gm15851,Gene Expression
Prelp,Gene Expression
Gm1627,Gene Expression
Fmod,Gene Expression
Btg2,Gene Expression
Chit1,Gene Expression
Chil1,Gene Expression
Mybph,Gene Expression
Adora1,Gene Expression
Myog,Gene Expression
Ppfia4,Gene Expression
Tmem183a,Gene Expression
4933406M09Rik,Gene Expression
Cyb5r1,Gene Expression
Adipor1,Gene Expression
Platr1,Gene Expression
Klhl12,Gene Expression
Rabif,Gene Expression
Mgat4e,Gene Expression
Kdm5b,Gene Expression
Gm26783,Gene Expression
Syt2,Gene Expression
Ppp1r12b,Gene Expression
Gm28892,Gene Expression
Ube2t,Gene Expression
Lgr6,Gene Expression
Gm10535,Gene Expression
Ptpn7,Gene Expression
Arl8a,Gene Expression
Gm15445,Gene Expression
Gpr37l1,Gene Expression
Gm26642,Gene Expression
Elf3,Gene Expression
Rnpep,Gene Expression
Timm17a,Gene Expression
Lmod1,Gene Expression
Shisa4,Gene Expression
Ipo9,Gene Expression
Nav1,Gene Expression
Gm4793,Gene Expression
Gm38399,Gene Expression
Csrp1,Gene Expression
Phlda3,Gene Expression
Tnni1,Gene Expression
Lad1,Gene Expression
Tnnt2,Gene Expression
Pkp1,Gene Expression
Igfn1,Gene Expression
Tmem9,Gene Expression
Ascl5,Gene Expression
Cacna1s,Gene Expression
Gm37759,Gene Expression
Kif21b,Gene Expression
Mroh3,Gene Expression
5730559C18Rik,Gene Expression
Gm26568,Gene Expression
A430034D21Rik,Gene Expression
Gm37552,Gene Expression
Gm26781,Gene Expression
Gpr25,Gene Expression
Camsap2,Gene Expression
Ddx59,Gene Expression
Kif14,Gene Expression
Gm37799,Gene Expression
Gm33994,Gene Expression
4933409D19Rik,Gene Expression
Platr23,Gene Expression
Zfp281,Gene Expression
Gm19705,Gene Expression
Platr22,Gene Expression
Nr5a2,Gene Expression
Gm26979,Gene Expression
Gm26936,Gene Expression
A430106G13Rik,Gene Expression
Ptprc,Gene Expression
Gm28556,Gene Expression
Atp6v1g3,Gene Expression
Nek7,Gene Expression
Gm28501,Gene Expression
Gm5833,Gene Expression
Lhx9,Gene Expression
2310009B15Rik,Gene Expression
1700019P21Rik,Gene Expression
Dennd1b,Gene Expression
Crb1,Gene Expression
4933436E23Rik,Gene Expression
Gm34816,Gene Expression
Zbtb41,Gene Expression
Aspm,Gene Expression
F13b,Gene Expression
Cfhr1,Gene Expression
Gm4788,Gene Expression
Cfhr2,Gene Expression
Cfh,Gene Expression
Kcnt2,Gene Expression
4930590L20Rik,Gene Expression
Cdc73,Gene Expression
B3galt2,Gene Expression
Glrx2,Gene Expression
Trove2,Gene Expression
Uchl5,Gene Expression
Rgs2,Gene Expression
Rgs13,Gene Expression
Rgs1,Gene Expression
Rgs21,Gene Expression
Rgs18,Gene Expression
Gm29514,Gene Expression
Brinp3,Gene Expression
Gm15584,Gene Expression
Gm29515,Gene Expression
Gm29020,Gene Expression
Gm29398,Gene Expression
Pla2g4a,Gene Expression
Ptgs2,Gene Expression
Ptgs2os2,Gene Expression
Pdc,Gene Expression
2310030A07Rik,Gene Expression
BC003331,Gene Expression
Tpr,Gene Expression
Prg4,Gene Expression
Hmcn1,Gene Expression
Gm20631,Gene Expression
Gm29188,Gene Expression
C730036E19Rik,Gene Expression
Gm47985,Gene Expression
Gm8947,Gene Expression
Gm47995,Gene Expression
3110040M04Rik,Gene Expression
Gm47996,Gene Expression
Gm10138,Gene Expression
Ivns1abp,Gene Expression
Swt1,Gene Expression
Trmt1l,Gene Expression
Rnf2,Gene Expression
Gm28181,Gene Expression
Fam129a,Gene Expression
2810414N06Rik,Gene Expression
Edem3,Gene Expression
1700025G04Rik,Gene Expression
Gm28610,Gene Expression
Tsen15,Gene Expression
Colgalt2,Gene Expression
Rgl1,Gene Expression
Apobec4,Gene Expression
Arpc5,Gene Expression
Ncf2,Gene Expression
Smg7,Gene Expression
Nmnat2,Gene Expression
Gm28960,Gene Expression
Lamc2,Gene Expression
Lamc1,Gene Expression
Shcbp1l,Gene Expression
Dhx9,Gene Expression
Npl,Gene Expression
Rgs8,Gene Expression
Gm29529,Gene Expression
C230024C17Rik,Gene Expression
Rgs16,Gene Expression
Gm28513,Gene Expression
Rnasel,Gene Expression
Rgsl1,Gene Expression
Teddm2,Gene Expression
Teddm1b,Gene Expression
Teddm1a,Gene Expression
Glul,Gene Expression
Gm29290,Gene Expression
Gm29291,Gene Expression
Gm28286,Gene Expression
A830008E24Rik,Gene Expression
Zfp648,Gene Expression
4930452N14Rik,Gene Expression
4930532M18Rik,Gene Expression
Cacna1e,Gene Expression
Gm29282,Gene Expression
Gm9530,Gene Expression
Ier5,Gene Expression
Mr1,Gene Expression
Stx6,Gene Expression
BC034090,Gene Expression
Gm37622,Gene Expression
Xpr1,Gene Expression
Gm5532,Gene Expression
Acbd6,Gene Expression
Lhx4,Gene Expression
Qsox1,Gene Expression
Gm37571,Gene Expression
Cep350,Gene Expression
Tor1aip1,Gene Expression
Tor1aip2,Gene Expression
Fam163a,Gene Expression
Tdrd5,Gene Expression
4930518J20Rik,Gene Expression
Nphs2,Gene Expression
Axdnd1,Gene Expression
Gm2000,Gene Expression
Soat1,Gene Expression
Gm10031,Gene Expression
Abl2,Gene Expression
Tor3a,Gene Expression
Fam20b,Gene Expression
Ralgps2,Gene Expression
Angptl1,Gene Expression
4930439D14Rik,Gene Expression
Gm28694,Gene Expression
Tex35,Gene Expression
Rasal2,Gene Expression
Cryzl2,Gene Expression
Gm15486,Gene Expression
Sec16b,Gene Expression
Brinp2,Gene Expression
Astn1,Gene Expression
Gm37679,Gene Expression
Pappa2,Gene Expression
1600012P17Rik,Gene Expression
4930562F17Rik,Gene Expression
Cop1,Gene Expression
Tnr,Gene Expression
Gm38039,Gene Expression
Gm37294,Gene Expression
4930523C07Rik,Gene Expression
4930562F07Rik,Gene Expression
Tnn,Gene Expression
Mrps14,Gene Expression
Cacybp,Gene Expression
Rabgap1l,Gene Expression
Gm36975,Gene Expression
Gm37083,Gene Expression
Gm38060,Gene Expression
Rc3h1,Gene Expression
Serpinc1,Gene Expression
Zbtb37,Gene Expression
Gm37362,Gene Expression
Dars2,Gene Expression
Gm37634,Gene Expression
Cenpl,Gene Expression
Klhl20,Gene Expression
Ankrd45,Gene Expression
Tex50,Gene Expression
Prdx6,Gene Expression
Tnfsf4,Gene Expression
Tnfsf18,Gene Expression
Fasl,Gene Expression
Suco,Gene Expression
Gm31925,Gene Expression
4930558K02Rik,Gene Expression
Pigc,Gene Expression
Gm38304,Gene Expression
Dnm3,Gene Expression
2810442N19Rik,Gene Expression
Dnm3os,Gene Expression
Mettl13,Gene Expression
Vamp4,Gene Expression
Myoc,Gene Expression
Myocos,Gene Expression
Prrc2c,Gene Expression
Fmo4,Gene Expression
Fmo1,Gene Expression
Fmo2,Gene Expression
Fmo6,Gene Expression
Fmo3,Gene Expression
Gm37273,Gene Expression
Mroh9,Gene Expression
Prrx1,Gene Expression
Gm20471,Gene Expression
Gm26523,Gene Expression
Gorab,Gene Expression
Gm29500,Gene Expression
Mettl11b,Gene Expression
Kifap3,Gene Expression
Scyl3,Gene Expression
BC055324,Gene Expression
Mettl18,Gene Expression
Sele,Gene Expression
Sell,Gene Expression
Selp,Gene Expression
Gm16587,Gene Expression
Gm16548,Gene Expression
F5,Gene Expression
Slc19a2,Gene Expression
Ccdc181,Gene Expression
Blzf1,Gene Expression
Nme7,Gene Expression
Atp1b1,Gene Expression
Gm32391,Gene Expression
Gm26685,Gene Expression
Gm37754,Gene Expression
Gm37853,Gene Expression
Gm37184,Gene Expression
Gm36945,Gene Expression
Dpt,Gene Expression
Gm32569,Gene Expression
Xcl1,Gene Expression
1700029M03Rik,Gene Expression
4930568G15Rik,Gene Expression
Tbx19,Gene Expression
Sft2d2,Gene Expression
Tiprl,Gene Expression
Gpr161,Gene Expression
Dcaf6,Gene Expression
Mpc2,Gene Expression
Adcy10,Gene Expression
Gm38325,Gene Expression
Mpzl1,Gene Expression
Rcsd1,Gene Expression
Gm37073,Gene Expression
Creg1,Gene Expression
Gm36972,Gene Expression
Cd247,Gene Expression
Gm37469,Gene Expression
Pou2f1,Gene Expression
Gm26665,Gene Expression
Gm37923,Gene Expression
Dusp27,Gene Expression
Gpa33,Gene Expression
Mael,Gene Expression
Ildr2,Gene Expression
5330438I03Rik,Gene Expression
Gm15853,Gene Expression
Tada1,Gene Expression
Pogk,Gene Expression
Gm4846,Gene Expression
Gm4847,Gene Expression
Fmo9,Gene Expression
Gm16701,Gene Expression
Gm16701-1,Gene Expression
Fam78b,Gene Expression
Uck2,Gene Expression
Gm37982,Gene Expression
Gm2453,Gene Expression
Tmco1,Gene Expression
Aldh9a1,Gene Expression
Mgst3,Gene Expression
Lrrc52,Gene Expression
Rxrg,Gene Expression
Lmx1a,Gene Expression
Gm20711,Gene Expression
Pbx1,Gene Expression
Gm37839,Gene Expression
Nuf2,Gene Expression
Rgs5,Gene Expression
Rgs4,Gene Expression
Ccdc190,Gene Expression
Hsd17b7,Gene Expression
3110045C21Rik,Gene Expression
Ddr2,Gene Expression
Uap1,Gene Expression
Gm37748,Gene Expression
Gm37502,Gene Expression
Uhmk1,Gene Expression
4930500M09Rik,Gene Expression
Sh2d1b2,Gene Expression
Sh2d1b1,Gene Expression
Gm7694,Gene Expression
Nos1ap,Gene Expression
Spata46,Gene Expression
Olfml2b,Gene Expression
Atf6,Gene Expression
Dusp12,Gene Expression
Gm26620,Gene Expression
Fcrlb,Gene Expression
Fcrla,Gene Expression
Fcgr2b,Gene Expression
Gm38204,Gene Expression
Gm10522,Gene Expression
Fcgr4,Gene Expression
Fcgr3,Gene Expression
Cfap126,Gene Expression
Sdhc,Gene Expression
Mpz,Gene Expression
Pcp4l1,Gene Expression
Nr1i3,Gene Expression
Tomm40l,Gene Expression
Apoa2,Gene Expression
Fcer1g,Gene Expression
Ndufs2,Gene Expression
Adamts4,Gene Expression
B4galt3,Gene Expression
Ppox,Gene Expression
Usp21,Gene Expression
Ufc1,Gene Expression
Gm20045,Gene Expression
Dedd,Gene Expression
Nit1,Gene Expression
Pfdn2,Gene Expression
Klhdc9,Gene Expression
Nectin4,Gene Expression
Arhgap30,Gene Expression
Usf1,Gene Expression
Tstd1,Gene Expression
Gm26641,Gene Expression
F11r,Gene Expression
B930036N10Rik,Gene Expression
Alyref2,Gene Expression
Itln1,Gene Expression
Cd244,Gene Expression
Ly9,Gene Expression
Slamf7,Gene Expression
Gm37787,Gene Expression
Cd48,Gene Expression
Slamf1,Gene Expression
Cd84,Gene Expression
Gm10521,Gene Expression
Gm37065,Gene Expression
Slamf6,Gene Expression
Vangl2,Gene Expression
Nhlh1,Gene Expression
Ncstn,Gene Expression
Copa,Gene Expression
Gm37756,Gene Expression
Pex19,Gene Expression
Dcaf8,Gene Expression
Pea15a,Gene Expression
Casq1,Gene Expression
Gm17224,Gene Expression
Atp1a4,Gene Expression
Gm37950,Gene Expression
Igsf8,Gene Expression
Atp1a2,Gene Expression
Kcnj9,Gene Expression
Gm36937,Gene Expression
Kcnj10,Gene Expression
Pigm,Gene Expression
Slamf9,Gene Expression
Igsf9,Gene Expression
Tagln2,Gene Expression
Cfap45,Gene Expression
Vsig8,Gene Expression
Slamf8,Gene Expression
Fcrl6,Gene Expression
Dusp23,Gene Expression
Crp,Gene Expression
Apcs,Gene Expression
Olfr16,Gene Expression
Olfr1408,Gene Expression
Olfr1406,Gene Expression
Olfr218,Gene Expression
Olfr1404,Gene Expression
Fcer1a,Gene Expression
Olfr418,Gene Expression
Mptx2,Gene Expression
Ackr1,Gene Expression
Cadm3,Gene Expression
Aim2,Gene Expression
Ifi206,Gene Expression
Ifi214,Gene Expression
Ifi213,Gene Expression
Ifi209,Gene Expression
Ifi208,Gene Expression
Ifi207,Gene Expression
Ifi204,Gene Expression
Mndal,Gene Expression
Ifi211,Gene Expression
Ifi203,Gene Expression
Ifi202b,Gene Expression
Ifi205,Gene Expression
Olfr433,Gene Expression
Olfr432,Gene Expression
Olfr430,Gene Expression
Olfr429,Gene Expression
Olfr427,Gene Expression
Olfr231,Gene Expression
Olfr424,Gene Expression
Olfr420,Gene Expression
Spta1,Gene Expression
Olfr419,Gene Expression
Mptx1,Gene Expression
Olfr417,Gene Expression
Olfr248,Gene Expression
Olfr414,Gene Expression
Olfr220,Gene Expression
Fmn2,Gene Expression
Grem2,Gene Expression
Rgs7,Gene Expression
Gm36307,Gene Expression
Fh1,Gene Expression
Kmo,Gene Expression
Opn3,Gene Expression
Chml,Gene Expression
Wdr64,Gene Expression
Exo1,Gene Expression
Gm38100,Gene Expression
Pld5,Gene Expression
Rbm8a2,Gene Expression
Gm38101,Gene Expression
Gm36536,Gene Expression
Cep170,Gene Expression
Gm36992,Gene Expression
Sdccag8,Gene Expression
Gm15423,Gene Expression
Akt3,Gene Expression
Gm26801,Gene Expression
Zbtb18,Gene Expression
Gm37306,Gene Expression
Gm37280,Gene Expression
2310043L19Rik,Gene Expression
1700016C15Rik,Gene Expression
Adss,Gene Expression
Catspere2,Gene Expression
Desi2,Gene Expression
B230369F24Rik,Gene Expression
Cox20,Gene Expression
Hnrnpu,Gene Expression
Efcab2,Gene Expression
Kif26b,Gene Expression
Gm16564,Gene Expression
Smyd3,Gene Expression
Tfb2m,Gene Expression
Cnst,Gene Expression
Sccpdh,Gene Expression
Kif28,Gene Expression
Ahctf1,Gene Expression
Gm10518,Gene Expression
Cdc42bpa,Gene Expression
Coq8a,Gene Expression
Gm37336,Gene Expression
Psen2,Gene Expression
Gm31728,Gene Expression
Itpkb,Gene Expression
Stum,Gene Expression
Gm37267,Gene Expression
Parp1,Gene Expression
Lin9,Gene Expression
Mixl1,Gene Expression
Acbd3,Gene Expression
Gm37768,Gene Expression
Gm38293,Gene Expression
H3f3a,Gene Expression
Gm17275,Gene Expression
H3f3aos,Gene Expression
Sde2,Gene Expression
Lefty2,Gene Expression
Pycr2,Gene Expression
Lefty1,Gene Expression
Tmem63a,Gene Expression
2210411M09Rik,Gene Expression
Ephx1,Gene Expression
9130409I23Rik,Gene Expression
Gm37406,Gene Expression
Nvl,Gene Expression
Cnih4,Gene Expression
Wdr26,Gene Expression
A430110L20Rik,Gene Expression
Cnih3,Gene Expression
Ccdc121,Gene Expression
Dnah14,Gene Expression
Lbr,Gene Expression
Gm5533,Gene Expression
Enah,Gene Expression
Srp9,Gene Expression
Vmn1r1,Gene Expression
Degs1,Gene Expression
1700047M11Rik,Gene Expression
Fbxo28,Gene Expression
Trp53bp2,Gene Expression
Capn2,Gene Expression
Gm37885,Gene Expression
Capn8,Gene Expression
Gm37218,Gene Expression
Ccdc185,Gene Expression
Susd4,Gene Expression
Tlr5,Gene Expression
Gm38079,Gene Expression
Disp1,Gene Expression
Brox,Gene Expression
Aida,Gene Expression
Mia3,Gene Expression
Taf1a,Gene Expression
Gm37986,Gene Expression
Hhipl2,Gene Expression
Gm33973,Gene Expression
Gm34068,Gene Expression
Gm38108,Gene Expression
Dusp10,Gene Expression
1700056E22Rik,Gene Expression
Gm37223,Gene Expression
Gm37712,Gene Expression
1700112H15Rik,Gene Expression
Gm37800,Gene Expression
4930488B22Rik,Gene Expression
Hlx,Gene Expression
Gm34342,Gene Expression
Marc1,Gene Expression
Marc2,Gene Expression
C130074G19Rik,Gene Expression
Mark1,Gene Expression
Gm38251,Gene Expression
Gm34732,Gene Expression
4930433J02Rik,Gene Expression
Gm37662,Gene Expression
Rab3gap2,Gene Expression
Gm34882,Gene Expression
Iars2,Gene Expression
2010103J01Rik,Gene Expression
Bpnt1,Gene Expression
4930532G15Rik,Gene Expression
Eprs,Gene Expression
9630028B13Rik,Gene Expression
Gm2061,Gene Expression
Slc30a10,Gene Expression
Gm38093,Gene Expression
Lyplal1,Gene Expression
Gm37134,Gene Expression
A730004F24Rik,Gene Expression
Tgfb2,Gene Expression
Gm29491,Gene Expression
Rrp15,Gene Expression
A430105J06Rik,Gene Expression
1700023G09Rik,Gene Expression
Gm37912,Gene Expression
D1Pas1,Gene Expression
Spata17,Gene Expression
1700007P06Rik,Gene Expression
Gpatch2,Gene Expression
Gm38155,Gene Expression
Gm37896,Gene Expression
Esrrg,Gene Expression
Gm36388,Gene Expression
9330162B11Rik,Gene Expression
Gm38064,Gene Expression
Ush2a,Gene Expression
Kctd3,Gene Expression
Kcnk2,Gene Expression
A430027H14Rik,Gene Expression
Cenpf,Gene Expression
Ptpn14,Gene Expression
Gm26574,Gene Expression
Gm37422,Gene Expression
Smyd2,Gene Expression
Prox1,Gene Expression
Gm28172,Gene Expression
Prox1os,Gene Expression
Gm29678,Gene Expression
Gm30725,Gene Expression
Gm30932,Gene Expression
Rps6kc1,Gene Expression
Angel2,Gene Expression
Vash2,Gene Expression
Gm31373,Gene Expression
Flvcr1,Gene Expression
A230020J21Rik,Gene Expression
Spata45,Gene Expression
Tatdn3,Gene Expression
Nsl1,Gene Expression
Gm38188,Gene Expression
Batf3,Gene Expression
Gm38161,Gene Expression
Fam71a,Gene Expression
Atf3,Gene Expression
D730003I15Rik,Gene Expression
Gm37168,Gene Expression
Nenf,Gene Expression
Tmem206,Gene Expression
Ppp2r5a,Gene Expression
Gm32200,Gene Expression
Gm37432,Gene Expression
Dtl,Gene Expression
Ints7,Gene Expression
Lpgat1,Gene Expression
Gm38037,Gene Expression
Nek2,Gene Expression
1700034H15Rik,Gene Expression
Slc30a1,Gene Expression
Rd3,Gene Expression
Gm26670,Gene Expression
Traf5,Gene Expression
Gm26879,Gene Expression
Rcor3,Gene Expression
Gm10516,Gene Expression
Kcnh1,Gene Expression
Hhat,Gene Expression
1700065J18Rik,Gene Expression
Sertad4,Gene Expression
Gm15867,Gene Expression
Syt14,Gene Expression
Gm31406,Gene Expression
Diexf,Gene Expression
Irf6,Gene Expression
A130010J15Rik,Gene Expression
Traf3ip3,Gene Expression
Gm15872,Gene Expression
4930570N18Rik,Gene Expression
Lamb3,Gene Expression
Hsd11b1,Gene Expression
G0s2,Gene Expression
Gm37650,Gene Expression
Camk1g,Gene Expression
4631405K08Rik,Gene Expression
4930503O07Rik,Gene Expression
Plxna2,Gene Expression
Cd34,Gene Expression
Gm16897,Gene Expression
Gm32250,Gene Expression
Gm37027,Gene Expression
Cd46,Gene Expression
Cr1l,Gene Expression
Cr2,Gene Expression
Fam171a1,Gene Expression
Nmt2,Gene Expression
Rpp38,Gene Expression
Acbd7,Gene Expression
Olah,Gene Expression
Meig1,Gene Expression
Dclre1c,Gene Expression
Suv39h2,Gene Expression
Gm13184,Gene Expression
Hspa14,Gene Expression
Gm45902,Gene Expression
Cdnf,Gene Expression
Fam107b,Gene Expression
Gm13185,Gene Expression
Gm13180,Gene Expression
Gm13191,Gene Expression
Frmd4a,Gene Expression
1700080N15Rik,Gene Expression
Gm13189,Gene Expression
Gm13175,Gene Expression
Gm13179,Gene Expression
Prpf18,Gene Expression
Bend7,Gene Expression
Sephs1,Gene Expression
Phyh,Gene Expression
Ucma,Gene Expression
Mcm10,Gene Expression
Optn,Gene Expression
4930551O13Rik,Gene Expression
Gm26776,Gene Expression
Ccdc3,Gene Expression
Camk1d,Gene Expression
Cdc123,Gene Expression
Nudt5,Gene Expression
Gm13199,Gene Expression
Sec61a2,Gene Expression
Gm13267,Gene Expression
Dhtkd1,Gene Expression
Upf2,Gene Expression
Proser2,Gene Expression
Gm10857,Gene Expression
Echdc3,Gene Expression
A230108P19Rik,Gene Expression
Gm13383,Gene Expression
Usp6nl,Gene Expression
Gm13388,Gene Expression
Gm13391,Gene Expression
Celf2,Gene Expression
Gm13389,Gene Expression
Gm26565,Gene Expression
Gm28641,Gene Expression
Gm13211,Gene Expression
1700061F12Rik,Gene Expression
Gm13219,Gene Expression
Gm13218,Gene Expression
Gata3,Gene Expression
Gm13256,Gene Expression
4930412O13Rik,Gene Expression
9230102O04Rik,Gene Expression
Gm13262,Gene Expression
Taf3,Gene Expression
Atp5c1,Gene Expression
Kin,Gene Expression
Itih2,Gene Expression
Itih5,Gene Expression
Sfmbt2,Gene Expression
Gm13264,Gene Expression
Prkcq,Gene Expression
Gm38171,Gene Expression
8030442B05Rik,Gene Expression
Gm13293,Gene Expression
Gm13291,Gene Expression
Pfkfb3,Gene Expression
Gm10851,Gene Expression
Rbm17,Gene Expression
Gm17490,Gene Expression
Il2ra,Gene Expression
Il15ra,Gene Expression
Fbxo18,Gene Expression
Ankrd16,Gene Expression
Itga8,Gene Expression
E030013I19Rik,Gene Expression
Mindy3,Gene Expression
Gm37565,Gene Expression
Pter,Gene Expression
C1ql3,Gene Expression
Rsu1,Gene Expression
Cubn,Gene Expression
Trdmt1,Gene Expression
Vim,Gene Expression
St8sia6,Gene Expression
Gm37126,Gene Expression
Hacd1,Gene Expression
Stam,Gene Expression
Tmem236,Gene Expression
Mrc1,Gene Expression
Slc39a12,Gene Expression
Cacnb2,Gene Expression
Gm10848,Gene Expression
Gm13269,Gene Expression
Nsun6,Gene Expression
Arl5b,Gene Expression
Malrd1,Gene Expression
Plxdc2,Gene Expression
Gm13322,Gene Expression
Nebl,Gene Expression
Gm13324,Gene Expression
H2al2a,Gene Expression
A930004D18Rik,Gene Expression
Gm13330,Gene Expression
Skida1,Gene Expression
Mllt10,Gene Expression
Dnajc1,Gene Expression
Commd3,Gene Expression
Bmi1,Gene Expression
Spag6,Gene Expression
Carlr,Gene Expression
Pip4k2a,Gene Expression
4930426L09Rik,Gene Expression
Armc3,Gene Expression
4930447M23Rik,Gene Expression
Msrb2,Gene Expression
Gm33940,Gene Expression
Gm13344,Gene Expression
Ptf1aos,Gene Expression
Ptf1a,Gene Expression
4921504E06Rik,Gene Expression
Gm13348,Gene Expression
Otud1,Gene Expression
Gm13346,Gene Expression
Etl4,Gene Expression
Gm17171,Gene Expression
Gm13335,Gene Expression
Gm13362,Gene Expression
Arhgap21,Gene Expression
Gm13375,Gene Expression
Gm13376,Gene Expression
Enkur,Gene Expression
Thnsl1,Gene Expression
Gm13327,Gene Expression
Gpr158,Gene Expression
Myo3a,Gene Expression
Gad2,Gene Expression
1700092C17Rik,Gene Expression
Apbb1ip,Gene Expression
Pdss1,Gene Expression
Abi1,Gene Expression
Acbd5,Gene Expression
Mastl,Gene Expression
Yme1l1,Gene Expression
4931423N10Rik,Gene Expression
Nxph2,Gene Expression
Spopl,Gene Expression
Hnmt,Gene Expression
Tbpl2,Gene Expression
Il1f8,Gene Expression
Il1f9,Gene Expression
Il1f6,Gene Expression
Il1f5,Gene Expression
Il1f10,Gene Expression
Gm13411,Gene Expression
Il1rn,Gene Expression
Psd4,Gene Expression
Pax8,Gene Expression
Gm13417,Gene Expression
Cacna1b,Gene Expression
Ehmt1,Gene Expression
Arrdc1,Gene Expression
Zmynd19,Gene Expression
Dph7,Gene Expression
